article,0.002096655833944858
modern,0.0007338295418807002
country,0.00398364608449523
uses,0.0002096655833944858
south,0.04193311667889716
africa,0.03281266380123703
disambiguation,0.0001048327916972429
republic,0.004298144459586959
official,0.0011531607086696719
names,0.0001048327916972429
republiek,0.0001048327916972429
van,0.0007338295418807002
suid,0.0001048327916972429
afrika,0.0008386623335779432
afrikaans,0.0008386623335779432
iriphabliki,0.0002096655833944858
yesewula,0.0001048327916972429
southern,0.0031449837509172868
ndebele,0.0007338295418807002
yomzantsi,0.0001048327916972429
xhosa,0.0013628262920641577
iriphabhuliki,0.0001048327916972429
yaseningizimu,0.0001048327916972429
zulu,0.0015724918754586434
iriphabhulikhi,0.0001048327916972429
yeningizimu,0.0001048327916972429
swati,0.0001048327916972429
repabliki,0.0001048327916972429
ya,0.0004193311667889716
borwa,0.0003144983750917287
northern,0.0013628262920641577
sotho,0.0011531607086696719
rephaboliki,0.0002096655833944858
aforika,0.0001048327916972429
tswana,0.0006289967501834574
riphabliki,0.0001048327916972429
ra,0.0001048327916972429
dzonga,0.0001048327916972429
tsonga,0.0006289967501834574
riphabu,0.0001048327916972429
iki,0.0001048327916972429
afurika,0.0001048327916972429
tshipembe,0.0001048327916972429
venda,0.0006289967501834574
flag,0.0002096655833944858
coat,0.0001048327916972429
arms,0.0001048327916972429
motto,0.0001048327916972429
ke,0.0002096655833944858
e,0.0026208197924310725
xarra,0.0001048327916972429
xam,0.0001048327916972429
unity,0.0001048327916972429
diversity,0.0006289967501834574
anthem,0.0002096655833944858
national,0.004193311667889716
capital,0.0009434951252751861
pretoria,0.0013628262920641577
executive,0.0005241639584862145
bloemfontein,0.0005241639584862145
judicial,0.0003144983750917287
cape,0.0062899675018345735
town,0.0015724918754586434
legislative,0.0002096655833944858
largest,0.001991823042247615
city,0.0007338295418807002
johannesburg,0.001048327916972429
languages,0.0031449837509172868
english,0.0027256525841283154
swazi,0.0005241639584862145
ethnic,0.0006289967501834574
groups,0.0012579935003669148
note,0.0002096655833944858
black,0.002935318167522801
african,0.013837928504036062
coloured,0.0008386623335779432
white,0.002830485375825558
indian,0.0016773246671558863
asian,0.0005241639584862145
demonym,0.0001048327916972429
government,0.0032498165426145297
constitutional,0.0008386623335779432
parliamentary,0.0006289967501834574
president,0.0022014886256421008
jacob,0.0005241639584862145
zuma,0.0007338295418807002
deputy,0.0004193311667889716
kgalema,0.0002096655833944858
motlanthe,0.0002096655833944858
ncop,0.0001048327916972429
chairman,0.0001048327916972429
m,0.0006289967501834574
j,0.0008386623335779432
mahlangu,0.0001048327916972429
speaker,0.0002096655833944858
assembly,0.0007338295418807002
max,0.0002096655833944858
sisulu,0.0001048327916972429
chief,0.0003144983750917287
justice,0.0001048327916972429
mogoeng,0.0002096655833944858
legislature,0.0005241639584862145
parliament,0.0013628262920641577
upper,0.0004193311667889716
house,0.0006289967501834574
council,0.0005241639584862145
provinces,0.0014676590837614004
lower,0.0003144983750917287
independence,0.0003144983750917287
united,0.0034594821260090156
kingdom,0.0016773246671558863
union,0.0017821574588531292
statute,0.0002096655833944858
westminster,0.0003144983750917287
december,0.0009434951252751861
area,0.0013628262920641577
total,0.0005241639584862145
km,0.0016773246671558863
th,0.0024111542090365866
sq,0.0005241639584862145
mi,0.0007338295418807002
water,0.0003144983750917287
negligible,0.0001048327916972429
population,0.0024111542090365866
estimate,0.0004193311667889716
census,0.0014676590837614004
density,0.0002096655833944858
gdp,0.0005241639584862145
ppp,0.0001048327916972429
billion,0.0003144983750917287
capita,0.0006289967501834574
nominal,0.0001048327916972429
gini,0.0005241639584862145
high,0.0026208197924310725
nd,0.0003144983750917287
hdi,0.0002096655833944858
medium,0.0001048327916972429
rd,0.0003144983750917287
currency,0.0002096655833944858
rand,0.0002096655833944858
zar,0.0001048327916972429
time,0.0007338295418807002
zone,0.0004193311667889716
sast,0.0001048327916972429
utc,0.0001048327916972429
drives,0.0001048327916972429
left,0.0003144983750917287
calling,0.0001048327916972429
code,0.0003144983750917287
iso,0.0001048327916972429
za,0.0008386623335779432
internet,0.0002096655833944858
tld,0.0001048327916972429
coordinates,0.0001048327916972429
s,0.007757626585595975
officially,0.0002096655833944858
located,0.0003144983750917287
tip,0.0002096655833944858
divided,0.0006289967501834574
kilometres,0.0001048327916972429
coastline,0.0004193311667889716
north,0.0015724918754586434
lie,0.0002096655833944858
neighbouring,0.0001048327916972429
countries,0.0022014886256421008
namibia,0.001048327916972429
botswana,0.001048327916972429
zimbabwe,0.0011531607086696719
east,0.0014676590837614004
mozambique,0.0008386623335779432
swaziland,0.0007338295418807002
lesotho,0.0009434951252751861
enclave,0.0001048327916972429
surrounded,0.0002096655833944858
territory,0.001048327916972429
world,0.006394800293531817
populous,0.0001048327916972429
million,0.0006289967501834574
people,0.0027256525841283154
multiethnic,0.0001048327916972429
society,0.0005241639584862145
diverse,0.0004193311667889716
cultures,0.0003144983750917287
recognised,0.0003144983750917287
constitution,0.001048327916972429
european,0.0017821574588531292
origin,0.0001048327916972429
language,0.0016773246671558863
originated,0.0002096655833944858
mainly,0.0007338295418807002
dutch,0.0018869902505503722
spoken,0.0007338295418807002
majority,0.0008386623335779432
africans,0.0014676590837614004
commonly,0.0003144983750917287
used,0.0005241639584862145
public,0.0008386623335779432
commercial,0.0001048327916972429
life,0.0006289967501834574
fifth,0.0002096655833944858
home,0.0005241639584862145
political,0.0013628262920641577
representation,0.0003144983750917287
democracy,0.0002096655833944858
comprising,0.0001048327916972429
unlike,0.0003144983750917287
republics,0.0006289967501834574
positions,0.0001048327916972429
head,0.0005241639584862145
state,0.0025159870007338296
merged,0.0002096655833944858
dependent,0.0001048327916972429
ancestry,0.0002096655833944858
variety,0.0003144983750917287
speaking,0.0007338295418807002
different,0.0007338295418807002
bantu,0.001048327916972429
status,0.0002096655833944858
contains,0.0003144983750917287
communities,0.0005241639584862145
racially,0.0001048327916972429
mixed,0.0003144983750917287
ranked,0.0006289967501834574
middle,0.0008386623335779432
income,0.0006289967501834574
economy,0.0012579935003669148
bank,0.0009434951252751861
purchasing,0.0001048327916972429
power,0.0008386623335779432
parity,0.0001048327916972429
highest,0.0008386623335779432
considered,0.0002096655833944858
newly,0.0001048327916972429
industrialised,0.0001048327916972429
citation,0.0004193311667889716
needed,0.0004193311667889716
quarter,0.0002096655833944858
unemployed,0.0001048327916972429
live,0.0005241639584862145
day,0.0007338295418807002
